"";"Occurrence";"Title";"Date.of.occurrence";"Occurrence.type";"Location.name";"Country";"Report.Type";"Railway.System.type";"Location.type";"Line.type";"Total.fatalities";"Passenger.fatalities";"LC.User.fatalities";"Other.fatalities";"Total.serious.injuries";"Passenger.serious.injuries";"LC.User.serious.injuries";"Unauth..person.serious.injuries";"Other.serious.injuries";"Recs";"Reporting.Body"
"57";"AT-2406";"Accident to persons caused by RS in motion, 19.06.2013, Kollission eines Personenzuges mit einer Personengruppe auf der freien Strecke zwischen zwei BH in Österrreich (Austria)";"19/06/2013";"Accident to persons caused by RS in motion";"Kollission eines Personenzuges mit einer Personengruppe auf der freien Strecke zwischen zwei BH in Österrreich";"Austria";"Notification";"Railway";"Line";"Single track";2;0;0;0;1;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"58";"AT-2696";"Trains collision, 14/04/2012, IM Bahnhof (Austria)";"14/04/2012";"Trains collision";"IM Bahnhof";"Austria";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;1;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"59";"AT-2716";"Other event, 10/12/2012, Station in Austria (Austria)";"10/12/2012";"Other event";"Station in Austria";"Austria";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;3;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"60";"AT-2717";"Other event, 22/08/2012, Marshalling yard in Austria (Austria)";"22/08/2012";"Other event";"Marshalling yard in Austria";"Austria";"Final report";"Railway";"Marshalling yard";"Double track";0;0;0;0;0;0;0;0;0;5;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"61";"AT-2739";"Train derailment, 21/02/2012, Station in Austria (Austria)";"21/02/2012";"Train derailment";"Station in Austria";"Austria";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;3;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"62";"AT-2740";"Level crossing accident, 20/03/2012, Between station Thalheim-Pöls and station Unzmarkt (Austria)";"20/03/2012";"Level crossing accident";"Between station Thalheim-Pöls and station Unzmarkt";"Austria";"Final report";"Railway";"Other";"Double track";0;0;0;0;1;0;1;0;0;2;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"63";"AT-2741";"Accident to persons caused by RS in motion, 21/05/2012, A station in austria (Austria)";"21/05/2012";"Accident to persons caused by RS in motion";"A station in austria";"Austria";"Final report";"Railway";"Station";"Double track";0;0;0;0;3;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"64";"AT-2743";"Train derailment, 29/05/2012, Station in Austria (Austria)";"29/05/2012";"Train derailment";"Station in Austria";"Austria";"Final report";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;4;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"65";"AT-2744";"Level crossing near miss, 04/06/2012, Between statin Premstätten-Tobelbad and station Graz Straßgang (Austria)";"04/06/2012";"Level crossing near miss";"Between statin Premstätten-Tobelbad and station Graz Straßgang";"Austria";"Final report";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;3;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"66";"AT-2745";"Level crossing accident, 06/07/2012, Between station Scheibbs and station Purgstall (Austria)";"06/07/2012";"Level crossing accident";"Between station Scheibbs and station Purgstall";"Austria";"Final report";"Railway";"Line";"Single track";0;0;0;0;1;0;1;0;0;2;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"67";"AT-2748";"Other event, 09/12/2012, A station in Austria (Austria)";"09/12/2012";"Other event";"A station in Austria";"Austria";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;7;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"68";"AT-2750";"Level crossing accident, 21/09/2012, Between station Eisenstadt an station Schützen am Gebirge (Austria)";"21/09/2012";"Level crossing accident";"Between station Eisenstadt an station Schützen am Gebirge";"Austria";"Final report";"Railway";"Line";"Single track";0;0;0;0;1;0;1;0;0;5;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"69";"AT-2751";"Level crossing accident, 19/11/2012, Between station Purgstall and station Wieselburg (Austria)";"19/11/2012";"Level crossing accident";"Between station Purgstall and station Wieselburg";"Austria";"Final report";"Railway";"Line";"Single track";1;0;1;0;0;0;0;0;0;2;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"70";"AT-2786";"Trains collision with an obstacle, 28.09.2013, A station in Austria (Austria)";"28/09/2013";"Trains collision with an obstacle";"A station in Austria";"Austria";"Notification";"Railway";"Station";"Double track";0;0;0;0;1;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"71";"AT-2889";"Train derailment, 13.08.2013, Austrian Marshalling yard (Austria)";"13/08/2013";"Train derailment";"Austrian Marshalling yard";"Austria";"Notification";"Railway";"Marshalling yard";"Double track";0;0;0;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"72";"AT-3153";"Level crossing accident, 06/03/2012, Station in austria (Austria)";"06/03/2012";"Level crossing accident";"Station in austria";"Austria";"Final report";"Railway";"Station";"Single track";0;0;0;0;1;0;1;0;0;1;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"73";"AT-3174";"Accident to persons caused by RS in motion, 08.01.2014, A station in Austria (Austria)";"08/01/2014";"Accident to persons caused by RS in motion";"A station in Austria";"Austria";"Notification";"Railway";"Station";"Single track";1;0;0;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"74";"AT-3178";"Broken axles, 02/05/2012, Station in Austria (Austria)";"02/05/2012";"Broken axles";"Station in Austria";"Austria";"Final report";"Railway";"Marshalling yard";"Double track";0;0;0;0;0;0;0;0;0;5;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"75";"AT-3179";"Level crossing accident, 07/09/2012, A station in Austria (Austria)";"07/09/2012";"Level crossing accident";"A station in Austria";"Austria";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;1;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"76";"AT-3180";"Train derailment, 16/09/2012, A station in Austria (Austria)";"16/09/2012";"Train derailment";"A station in Austria";"Austria";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;10;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"77";"AT-3181";"Level crossing accident, 08/12/2012, Station in Austria (Austria)";"08/12/2012";"Level crossing accident";"Station in Austria";"Austria";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;4;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"78";"AT-3296";"Runaway, 10.02.2014, Brennero/Brenner (Austria)";"10/02/2014";"Runaway";"Brennero/Brenner";"Austria";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"79";"AT-3311";"Level crossing accident, 12.02.2014, Station in Austria (Austria)";"12/02/2014";"Level crossing accident";"Station in Austria";"Austria";"Notification";"Railway";"Line";"Single track";4;0;4;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"80";"AT-3313";"Level crossing accident, 29/07/2013, Station in Austria (Austria)";"29/07/2013";"Level crossing accident";"Station in Austria";"Austria";"Final report";"Railway";"Line";"Single track";1;0;1;0;0;0;0;0;0;12;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"81";"AT-3315";"Fire in RS, 2013-01-06, Station in Austria (Austria)";"06/01/2013";"Fire in RS";"Station in Austria";"Austria";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;2;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"82";"AT-3316";"Level crossing near miss, 09/07/2013, Station in Austria (Austria)";"09/07/2013";"Level crossing near miss";"Station in Austria";"Austria";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;3;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"83";"AT-3326";"Level crossing accident, 3/20/2012, Tribuswinkel-Josefsthal (Austria)";"20/03/2012";"Level crossing accident";"Tribuswinkel-Josefsthal";"Austria";"Final report";"Railway";"Line";"Double track";0;0;0;0;1;0;1;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"84";"AT-3340";"Trains collision with an obstacle, 21.02.2013, Station in Austria (Austria)";"21/02/2013";"Trains collision with an obstacle";"Station in Austria";"Austria";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"85";"AT-3427";"Wrong-side signalling failure, 11.11.2013, Niklasdorf (Austria)";"11/11/2013";"Wrong-side signalling failure";"Niklasdorf";"Austria";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"86";"AT-3515";"Other event, 24.02.2014, Kufstein (Austria)";"24/02/2014";"Other event";"Kufstein";"Austria";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"87";"AT-3527";"Trains collision, 5/13/2013, Station Stockerau (Austria)";"13/05/2013";"Trains collision";"Station Stockerau";"Austria";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"88";"AT-3528";"Train derailment, 7/2/2013, Station Bruck an der Leitha (Austria)";"02/07/2013";"Train derailment";"Station Bruck an der Leitha";"Austria";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"89";"AT-3529";"Trains collision, 6/11/2013, Station Wels (Austria)";"11/06/2013";"Trains collision";"Station Wels";"Austria";"Notification";"Railway";"Marshalling yard";"Multiple track";0;0;0;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"90";"AT-3591";"Fire in RS, 24.04.2014, Station Launsdorf-Hochosterwitz (Austria)";"24/04/2014";"Fire in RS";"Station Launsdorf-Hochosterwitz";"Austria";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"91";"AT-515";"Trains collision, 02/07/2005, between Bramberg and Muehlbach (Austria)";"02/07/2005";"Trains collision";"between Bramberg and Muehlbach";"Austria";"Final report";"Railway";"Line";"";2;1;0;0;21;21;0;0;0;6;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"92";"AT-537";"Trains collision, 26/07/2005, Bf Gramatneusiedl (Austria)";"26/07/2005";"Trains collision";"Bf Gramatneusiedl";"Austria";"Final report";"Railway";"Station";"";0;0;0;0;4;4;0;0;0;3;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"93";"AT-583";"Accident to persons caused by RS in motion, 29/12/2006, Strecke Innsbruck Hbf-Lindau Hbf zwischen Bahnhof Bregenz und Bahnhof Lochau-Hörbranz in km 7,76 Line Innsbruck Hbf-Lindau Hbf between station Bregenz and station Lochau-Hörbranz in km 7,76 (Austria)";"29/12/2006";"Accident to persons caused by RS in motion";"Strecke Innsbruck Hbf-Lindau Hbf zwischen Bahnhof Bregenz und Bahnhof Lochau-Hörbranz in km 7,76 Line Innsbruck Hbf-Lindau Hbf between station Bregenz and station Lochau-Hörbranz in km 7,76";"Austria";"Final report";"Railway";"Line";"";3;0;0;3;0;0;0;0;0;6;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"94";"AT-587";"Other, 27/02/2007, Strecke 22101 von Linz Hbf nach Staatsgrenze n. Summerau-(Horni Dvoriste) im Bahnhof Steyregg Gleis 1 km 5,891 Line 22101 from Linz Hbf to border n. Summerau-(Horni Dvoriste) in the station of Steyregg track 1 km 5,891 (Austria)";"27/02/2007";"Other";"Strecke 22101 von Linz Hbf nach Staatsgrenze n. Summerau-(Horni Dvoriste) im Bahnhof Steyregg Gleis 1 km 5,891 Line 22101 from Linz Hbf to border n. Summerau-(Horni Dvoriste) in the station of Steyregg track 1 km 5,891";"Austria";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;1;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"95";"AT-588";"Train derailment, 08/01/2006, Strecke 155 von Pöchlarn nach Kiernburg-Gaming, Bf Scheibbs, km 27,164 (Austria)";"08/01/2006";"Train derailment";"Strecke 155 von Pöchlarn nach Kiernburg-Gaming, Bf Scheibbs, km 27,164";"Austria";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"96";"AT-589";"Train derailment, 03/01/2006, Strecke 151, Markt St. Aegyd am Neuwalde - Traisen, Bf. St. Aegyd am Neuwalde, km 28,225, Weiche 53 (Austria)";"03/01/2006";"Train derailment";"Strecke 151, Markt St. Aegyd am Neuwalde - Traisen, Bf. St. Aegyd am Neuwalde, km 28,225, Weiche 53";"Austria";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"97";"AT-595";"Accident to persons caused by RS in motion, 12/10/2007, Strecke 11801, Wien Südbahnhof - Staasgrenze n. Nickelsdorf (Hegyeshalom) (Austria)";"12/10/2007";"Accident to persons caused by RS in motion";"Strecke 11801, Wien Südbahnhof - Staasgrenze n. Nickelsdorf (Hegyeshalom)";"Austria";"Final report";"Railway";"Station";"";3;0;0;0;0;0;0;0;0;2;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"98";"AT-615";"Level crossing accident, 29/10/2007, Strecke Wien - Franz-Josefs-Bahnhof - Staatsgrenze nach Gmünd N.Ö. (Ceske V.), zwischen Hötzelsdorf-Geras und Imfritz, km 102,763 (Austria)";"29/10/2007";"Level crossing accident";"Strecke Wien - Franz-Josefs-Bahnhof - Staatsgrenze nach Gmünd N.Ö. (Ceske V.), zwischen Hötzelsdorf-Geras und Imfritz, km 102,763";"Austria";"Final report";"Railway";"Line";"";2;0;2;0;0;0;0;0;0;3;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"99";"AT-617";"Train derailment, 30/08/2007, Strecke 15301 von St. Pölten Hbf nach Mariazell, zwischen Hst Winterbach und Hst Puchenstuben,km 60,285, (Austria)";"30/08/2007";"Train derailment";"Strecke 15301 von St. Pölten Hbf nach Mariazell, zwischen Hst Winterbach und Hst Puchenstuben,km 60,285,";"Austria";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;5;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"100";"AT-677";"Train derailment, 02/08/2007, ÖBB-Strecke 12501 Wien Matzleinsdorf - Wien Südbahnhof Frachtenbahnhof, Bahnhof Wien Matzleinsdorf // ÖBB-Line 12501 Wien Matzleinsdorf - Wien Südbahnhof Frachtenbahnhof, station Wien Matzleinsdorf (Austria)";"02/08/2007";"Train derailment";"ÖBB-Strecke 12501 Wien Matzleinsdorf - Wien Südbahnhof Frachtenbahnhof, Bahnhof Wien Matzleinsdorf // ÖBB-Line 12501 Wien Matzleinsdorf - Wien Südbahnhof Frachtenbahnhof, station Wien Matzleinsdorf";"Austria";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"101";"AT-678";"Train derailment, 09/09/2007, Station Wien Donaukaibahnhof, Track/Gleis 103, km 1,467 (Austria)";"09/09/2007";"Train derailment";"Station Wien Donaukaibahnhof, Track/Gleis 103, km 1,467";"Austria";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;6;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"102";"AT-679";"Train derailment, 22/10/2008, Wien Zentralverschiebebahnhof (Austria)";"22/10/2008";"Train derailment";"Wien Zentralverschiebebahnhof";"Austria";"Final report";"Railway";"Marshalling yard";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"103";"AT-680";"Other, 04/03/2009, Bahnhof Himberg (Austria)";"04/03/2009";"Other";"Bahnhof Himberg";"Austria";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"104";"AT-681";"Train derailment, 12/09/2008, Linz Verschiebebahnhof (Austria)";"12/09/2008";"Train derailment";"Linz Verschiebebahnhof";"Austria";"Final report";"Railway";"Marshalling yard";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"105";"AT-682";"Train derailment, 31/10/2008, Station Gummern, ÖBB Line 22201 (Austria)";"31/10/2008";"Train derailment";"Station Gummern, ÖBB Line 22201";"Austria";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"106";"AT-684";"Train derailment, 31/10/2007, ÖBB-Strecke 22201, Bahnhof Schwarzach-St. Veit - Villach Hauptbahnhof, Tauerntunnel (8371 m lang). ÖBB-Line 22201, Station Schwarzach-St. Veit - Station Villach Hauptbahnhof, Tauerntunnel (8371 m long). (Austria)";"31/10/2007";"Train derailment";"ÖBB-Strecke 22201, Bahnhof Schwarzach-St. Veit - Villach Hauptbahnhof, Tauerntunnel (8371 m lang). ÖBB-Line 22201, Station Schwarzach-St. Veit - Station Villach Hauptbahnhof, Tauerntunnel (8371 m long).";"Austria";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"107";"AT-685";"Train derailment, 24/03/2008, ÖBB-Strecke 41201 Leoben Hauptbahnhof - Vordernberg Markt, Bahnhof Leoben Donawitz ÖBB-Line 41201 Leoben Hauptbahnhof - Vordernberg Markt, Station Leoben Donawitz (Austria)";"24/03/2008";"Train derailment";"ÖBB-Strecke 41201 Leoben Hauptbahnhof - Vordernberg Markt, Bahnhof Leoben Donawitz ÖBB-Line 41201 Leoben Hauptbahnhof - Vordernberg Markt, Station Leoben Donawitz";"Austria";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
"108";"AT-686";"Train derailment, 18/10/2008, ÖBB-Strecke 13001 von St. Pölten Hauptbahnhof nach Bahnhof Linz Kleinmünchen, Bahnhof Pöchlarn // ÖBB-Line 13001 from Station St. Pölten Hauptbahnhof to Station Linz Kleinmünchen, Station Pöchlarn (Austria)";"18/10/2008";"Train derailment";"ÖBB-Strecke 13001 von St. Pölten Hauptbahnhof nach Bahnhof Linz Kleinmünchen, Bahnhof Pöchlarn // ÖBB-Line 13001 from Station St. Pölten Hauptbahnhof to Station Linz Kleinmünchen, Station Pöchlarn";"Austria";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;6;"Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene"
